City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
118,Hamilton,US,2022-12-22 22:34:05,39.1834,-84.5333,45.99,94,100,11.5
119,Berlevag,NO,2022-12-22 22:36:24,70.8578,29.0864,26.6,74,75,6.91
120,Guerrero Negro,MX,2022-12-22 22:36:25,27.9769,-114.0611,70.14,26,0,8.55
121,Muisne,EC,2022-12-22 22:36:25,0.6,-80.0333,75.97,82,81,9.04
122,Hobyo,SO,2022-12-22 22:36:26,5.3505,48.5268,77.61,76,96,16.08
123,Purranque,CL,2022-12-22 22:36:26,-40.9167,-73.1667,65.28,45,50,5.95
124,Hilo,US,2022-12-22 22:35:58,19.7297,-155.09,82.13,73,0,6.91
125,Puerto Carreno,CO,2022-12-22 22:36:27,6.189,-67.4859,89.58,48,40,9.22
126,Bethel,US,2022-12-22 22:32:41,41.3712,-73.414,40.77,84,100,10.36
127,Laela,TZ,2022-12-22 22:36:30,-8.5667,32.05,61.05,93,100,3.04
128,Namatanai,PG,2022-12-22 22:36:30,-3.6667,152.4333,83.84,68,87,4.41
129,Santiago,CL,2022-12-22 22:31:42,-33.4569,-70.6483,83.55,32,0,18.41
130,Axim,GH,2022-12-22 22:36:31,4.8699,-2.2405,79.23,82,68,7.67
131,Bonthe,SL,2022-12-22 22:36:31,7.5264,-12.505,78.98,75,79,6.22
132,Tomatlan,MX,2022-12-22 22:36:31,19.9333,-105.25,85.26,39,0,7.45
133,Kyren,RU,2022-12-22 22:36:32,51.6828,102.1408,9.88,93,94,0.89
134,Baiyin,CN,2022-12-22 22:36:32,36.5583,104.2081,23.16,38,0,4.5
135,Kishi,NG,2022-12-22 22:37:33,9.0833,3.85,72.73,25,58,5.61
136,Katsuura,JP,2022-12-22 22:37:33,35.1333,140.3,41.14,52,10,35.99
137,Grand Gaube,MU,2022-12-22 22:37:33,-20.0064,57.6608,74.37,71,100,1.01
138,Waipawa,NZ,2022-12-22 22:37:34,-41.4122,175.5153,64.11,74,71,1.88
139,Ust-Tsilma,RU,2022-12-22 22:37:34,65.441,52.1498,11.57,96,98,4.23
140,Cartagena,CO,2022-12-22 22:37:35,10.3997,-75.5144,85.62,70,20,13.8
141,Yellowknife,CA,2022-12-22 22:34:19,62.456,-114.3525,-33.45,67,40,2.3
142,Morris,US,2022-12-22 22:37:35,40.8334,-74.5329,43.21,90,100,8.01
143,Brae,GB,2022-12-22 22:37:36,60.3964,-1.353,38.88,55,86,16.73
144,Kilinochchi,LK,2022-12-22 22:37:36,9.3961,80.3982,75.04,85,100,9.6
145,Mount Isa,AU,2022-12-22 22:37:36,-20.7333,139.5,76.77,83,100,3.44
146,Road Town,VG,2022-12-22 22:37:37,18.4167,-64.6167,80.69,83,40,6.91
147,Hami,CN,2022-12-22 22:37:37,42.8,93.45,20.01,46,89,1.59
148,Teguise,ES,2022-12-22 22:37:37,29.0605,-13.564,62.82,82,0,6.91
149,Seoul,KR,2022-12-22 22:36:16,37.5683,126.9778,9.84,58,20,13.8
150,Lilongwe,MW,2022-12-22 22:37:38,-13.9669,33.7873,64.15,96,100,2.75
151,Talnakh,RU,2022-12-22 22:37:38,69.4865,88.3972,-5.8,94,100,17.58
152,Souillac,MU,2022-12-22 22:37:39,-20.5167,57.5167,71.98,83,20,6.91
153,Sabang,ID,2022-12-22 22:37:39,5.8933,95.3214,80.69,79,83,8.14
154,Mahon,ES,2022-12-22 22:37:40,39.8885,4.2658,54.16,100,0,5.75
155,Mahina,PF,2022-12-22 22:35:37,-17.5065,-149.489,87.57,62,75,8.05
156,Emba,KZ,2022-12-22 22:37:40,48.8264,58.1442,13.8,92,27,10.13
157,College,US,2022-12-22 22:37:40,64.8569,-147.8028,-14.42,71,0,0.0
158,Esmeraldas,BR,2022-12-22 22:37:41,-19.7625,-44.3139,76.06,91,6,4.97
159,Henties Bay,NA,2022-12-22 22:37:41,-22.116,14.2845,62.53,93,6,7.54
160,Saldanha,ZA,2022-12-22 22:37:41,-33.0117,17.9442,62.65,89,96,12.24
161,Muzaffarabad,PK,2022-12-22 22:37:42,34.37,73.4711,44.76,26,16,6.4
162,Mamallapuram,IN,2022-12-22 22:37:42,12.6264,80.1722,75.25,83,97,13.15
163,Qaanaaq,GL,2022-12-22 22:37:44,77.484,-69.3632,-19.43,67,0,7.25
164,Cidreira,BR,2022-12-22 22:37:44,-30.1811,-50.2056,70.25,69,0,18.41
165,Torbay,CA,2022-12-22 22:35:41,47.6666,-52.7314,29.75,82,40,12.66
166,Saskylakh,RU,2022-12-22 22:37:44,71.9167,114.0833,-8.68,84,72,14.56
167,Evans,US,2022-12-22 22:33:36,33.5337,-82.1307,46.6,93,100,3.44
168,Samaro,PK,2022-12-22 22:37:45,25.2815,69.3965,57.09,21,0,5.82
169,Viedma,AR,2022-12-22 22:37:45,-40.8135,-62.9967,68.59,80,96,19.08
170,Meulaboh,ID,2022-12-22 22:37:46,4.1363,96.1285,75.61,87,85,2.73
171,Ibipeba,BR,2022-12-22 22:37:46,-11.6408,-42.0111,71.55,86,99,4.25
172,Biak,ID,2022-12-22 22:37:47,-0.9131,122.8766,79.18,75,80,0.78
173,Leh,IN,2022-12-22 22:37:47,34.1667,77.5833,6.8,34,0,1.45
174,Dargaville,NZ,2022-12-22 22:37:47,-35.9333,173.8833,72.61,57,0,9.17
175,Caibarien,CU,2022-12-22 22:36:43,22.5206,-79.4669,85.32,75,1,8.75
176,Itarema,BR,2022-12-22 22:37:48,-2.9248,-39.9167,79.61,77,50,10.94
177,Mujiayingzi,CN,2022-12-22 22:37:48,42.1167,118.7833,0.86,42,1,8.41
178,Touros,BR,2022-12-22 22:37:49,-5.1989,-35.4608,78.78,76,4,9.64
179,Haines Junction,CA,2022-12-22 22:37:49,60.7522,-137.5108,-18.45,69,96,1.14
180,Dhidhdhoo,MV,2022-12-22 22:37:49,6.8833,73.1,80.74,72,50,2.77
181,Gondar,ET,2022-12-22 22:37:50,12.6,37.4667,57.06,54,73,4.45
182,Maxixe,MZ,2022-12-22 22:35:10,-23.8597,35.3472,74.95,55,60,9.28
183,Ancud,CL,2022-12-22 22:38:50,-41.8697,-73.8203,54.88,69,6,11.61
184,Bredasdorp,ZA,2022-12-22 22:38:51,-34.5322,20.0403,65.1,82,87,3.24
185,Tuatapere,NZ,2022-12-22 22:38:51,-46.1333,167.6833,61.47,79,49,7.76
186,Carbonia,IT,2022-12-22 22:38:52,39.1672,8.5222,58.01,94,100,7.29
187,Pisco,PE,2022-12-22 22:38:52,-13.7,-76.2167,73.45,68,37,24.16
188,Lichinga,MZ,2022-12-22 22:38:52,-13.3128,35.2406,62.69,94,75,10.36
189,Cabo San Lucas,MX,2022-12-22 22:38:53,22.8909,-109.9124,78.62,56,0,11.5
190,Fuengirola,ES,2022-12-22 22:38:53,36.54,-4.6247,62.6,63,0,17.27
191,Beloha,MG,2022-12-22 22:38:54,-25.1667,45.05,65.97,83,23,9.4
192,Takoradi,GH,2022-12-22 22:38:54,4.8845,-1.7554,78.78,83,86,6.31
193,Ayia Varvara,CY,2022-12-22 22:38:54,34.9971,33.3683,53.89,76,5,4.03
194,Olga,RU,2022-12-22 22:38:55,43.7444,135.2892,29.8,92,100,29.95
195,Westport,US,2022-12-22 22:38:50,41.1415,-73.3579,46.38,87,100,13.8
196,Borovoy,RU,2022-12-22 22:38:55,55.4333,86.0833,6.08,85,40,4.47
197,Inhambane,MZ,2022-12-22 22:38:56,-23.865,35.3833,75.43,56,61,10.27
198,Hanstholm,DK,2022-12-22 22:34:21,57.1167,8.6167,43.12,85,6,21.39
199,Bathsheba,BB,2022-12-22 22:38:56,13.2167,-59.5167,79.41,69,20,17.27
200,Sal Rei,CV,2022-12-22 22:38:56,16.1833,-22.9167,74.26,67,0,17.49
201,Rawson,AR,2022-12-22 22:38:57,-43.3002,-65.1023,75.6,24,79,28.27
202,Ponta Delgada,PT,2022-12-22 22:38:57,37.7333,-25.6667,62.51,82,20,14.97
203,Taoudenni,ML,2022-12-22 22:38:57,22.6783,-3.9836,64.62,31,0,11.56
204,Warkworth,NZ,2022-12-22 22:38:58,-36.4,174.6667,74.48,57,0,3.98
205,Nouadhibou,MR,2022-12-22 22:38:58,20.931,-17.0347,71.58,40,0,6.91
206,Chernyshevskiy,RU,2022-12-22 22:38:58,63.0128,112.4714,-20.85,95,100,3.83
207,Alamosa,US,2022-12-22 22:35:30,37.4695,-105.87,37.38,22,0,17.27
208,Rusape,ZW,2022-12-22 22:38:59,-18.5278,32.1284,58.35,91,100,8.23
209,Muzhi,RU,2022-12-22 22:38:59,65.3667,64.6667,-1.59,99,99,4.65
210,Paita,PE,2022-12-22 22:39:00,-5.0892,-81.1144,72.18,78,31,17.94
211,El Sauzal,MX,2022-12-22 22:34:06,31.9,-116.6833,63.41,63,73,3.56
212,Grindavik,IS,2022-12-22 22:39:00,63.8424,-22.4338,21.67,68,20,12.66
213,Novorudnyy,RU,2022-12-22 22:39:00,51.5026,58.1873,20.08,84,100,18.52
214,Bethlehem,BR,2022-12-22 22:36:14,-1.4558,-48.5044,75.24,94,100,4.61
215,Hofn,IS,2022-12-22 22:39:01,64.2539,-15.2082,24.87,65,1,17.72
216,Vawkavysk,BY,2022-12-22 22:39:01,53.1561,24.4513,35.06,99,100,13.67
217,Nikolskoye,RU,2022-12-22 22:39:02,59.7035,30.7861,35.8,99,100,8.7
218,Havoysund,NO,2022-12-22 22:39:02,70.9963,24.6622,25.03,84,100,9.37
219,Havre-Saint-Pierre,CA,2022-12-22 22:39:03,50.2334,-63.5986,26.6,79,0,11.5
220,Amapa,BR,2022-12-22 22:39:03,1.0,-52.0,71.69,98,95,4.29
221,Ixtapa,MX,2022-12-22 22:39:03,20.7,-105.2,78.22,78,0,10.36
222,Khorol,UA,2022-12-22 22:39:04,49.7837,33.2783,39.18,96,100,10.83
223,San Cristobal,VE,2022-12-22 22:39:04,7.7669,-72.225,75.38,77,11,2.62
224,Katobu,ID,2022-12-22 22:39:06,-4.9408,122.5276,77.79,90,100,8.12
225,Dunedin,NZ,2022-12-22 22:39:06,-45.8742,170.5036,61.81,80,84,4.0
226,Honiara,SB,2022-12-22 22:34:20,-9.4333,159.95,83.66,77,87,8.39
227,Baykit,RU,2022-12-22 22:39:07,61.67,96.37,-18.71,100,75,2.19
228,Pangkalanbuun,ID,2022-12-22 22:39:07,-2.6833,111.6167,75.0,95,100,3.96
229,Hambantota,LK,2022-12-22 22:39:07,6.1241,81.1185,74.98,88,72,5.14
230,Guozhen,CN,2022-12-22 22:39:08,34.3659,107.359,36.3,45,0,2.26
231,Kangaatsiaq,GL,2022-12-22 22:40:08,68.3065,-53.4641,10.33,87,48,8.12
232,San Patricio,US,2022-12-22 22:40:09,28.017,-97.5169,68.09,57,37,24.32
233,Pierre,US,2022-12-22 22:39:50,44.3683,-100.351,-6.14,79,100,33.38
234,Oyem,GA,2022-12-22 22:40:09,1.5995,11.5793,67.62,96,63,3.06
235,Teguldet,RU,2022-12-22 22:40:11,57.3064,88.1667,2.57,98,100,2.26
236,Geraldton,AU,2022-12-22 22:40:11,-28.7667,114.6,77.41,23,0,10.36
237,Lata,PT,2022-12-22 22:40:12,40.1629,-8.3327,58.08,96,100,4.03
238,Brigantine,US,2022-12-22 22:40:12,39.4101,-74.3646,52.03,95,100,12.66
239,Sabalgarh,IN,2022-12-22 22:40:12,26.25,77.4,53.94,45,0,5.19
240,Gold Coast,AU,2022-12-22 22:40:13,-28.0,153.4333,80.24,60,48,11.5
241,Olafsvik,IS,2022-12-22 22:40:13,64.8945,-23.7142,28.08,63,57,15.32
242,Chapais,CA,2022-12-22 22:40:14,49.7834,-74.8492,4.78,90,100,9.8
243,Sinnamary,GF,2022-12-22 22:40:14,5.3833,-52.95,76.55,81,93,13.15
244,Roma,US,2022-12-22 22:40:15,43.2128,-75.4557,36.73,90,100,13.8
245,Crestview,US,2022-12-22 22:40:15,30.7621,-86.5705,59.25,91,100,6.91
246,Viransehir,TR,2022-12-22 22:40:16,37.2353,39.7631,50.14,54,97,4.21
247,Palauig,PH,2022-12-22 22:40:16,15.435,119.9045,76.21,74,96,3.51
248,Pundaguitan,PH,2022-12-22 22:40:17,6.3711,126.1689,81.61,78,60,3.36
249,Sioux Lookout,CA,2022-12-22 22:40:17,50.1001,-91.917,-7.53,77,100,14.97
250,Sao Jose Da Coroa Grande,BR,2022-12-22 22:40:17,-8.8978,-35.1478,79.56,78,45,12.17
251,Carnarvon,AU,2022-12-22 22:40:18,-24.8667,113.6333,80.74,61,73,8.5
252,Farafangana,MG,2022-12-22 22:40:18,-22.8167,47.8333,70.16,90,90,10.71
253,Pevek,RU,2022-12-22 22:40:18,69.7008,170.3133,-2.54,84,0,3.38
254,Kahului,US,2022-12-22 22:38:27,20.8947,-156.47,80.96,62,20,8.05
255,Fuzhou,CN,2022-12-22 22:40:20,26.0614,119.3061,48.09,74,2,3.15
256,Nushki,PK,2022-12-22 22:40:20,29.5542,66.0215,36.73,50,0,2.04
257,Chara,RU,2022-12-22 22:40:21,56.9064,118.2631,-21.78,72,3,1.19
258,Gamba,GA,2022-12-22 22:40:21,-2.65,10.0,76.5,86,98,4.21
259,Severo-Kurilsk,RU,2022-12-22 22:38:58,50.6789,156.125,31.62,75,31,10.54
260,Mackay,AU,2022-12-22 22:40:22,-21.15,149.2,80.69,63,99,11.9
261,Pitimbu,BR,2022-12-22 22:40:22,-7.4706,-34.8086,81.19,75,70,11.83
262,Dwarka,IN,2022-12-22 22:40:23,22.2394,68.9678,70.09,41,0,12.73
263,Mocuba,MZ,2022-12-22 22:40:23,-16.8392,36.9856,71.06,94,100,6.04
264,Luwuk,ID,2022-12-22 22:40:24,-0.9516,122.7875,80.76,78,80,0.92
265,Lavrentiya,RU,2022-12-22 22:40:24,65.5833,-171.0,16.79,76,2,14.36
266,Lorengau,PG,2022-12-22 22:40:24,-2.0226,147.2712,83.37,79,100,9.73
267,Najran,SA,2022-12-22 22:40:25,17.4924,44.1277,56.05,39,0,1.41
268,Shache,CN,2022-12-22 22:40:25,38.4167,77.2406,22.05,45,70,0.65
269,Almaznyy,RU,2022-12-22 22:40:26,48.0448,40.045,32.81,93,99,6.08
270,Koungheul,SN,2022-12-22 22:40:26,13.9833,-14.8,74.86,16,64,9.51
271,Baft,IR,2022-12-22 22:40:27,29.234,56.6057,34.59,48,0,1.83
272,San Rafael,AR,2022-12-22 22:40:27,-34.6177,-68.3301,91.6,22,21,11.43
273,Batemans Bay,AU,2022-12-22 22:40:27,-35.7167,150.1833,73.26,50,15,4.76
274,Stokmarknes,NO,2022-12-22 22:40:28,68.5646,14.9108,31.96,100,75,3.44
275,Vardo,NO,2022-12-22 22:40:28,70.3705,31.1107,28.38,80,100,24.16
276,Cherskiy,RU,2022-12-22 22:40:28,68.75,161.3,-1.71,74,0,2.13
277,Shanghai,CN,2022-12-22 22:40:47,31.2222,121.4581,31.87,38,0,14.0
278,Tyret Pervaya,RU,2022-12-22 22:41:29,53.6703,102.3106,14.79,81,100,9.15
279,Codrington,AU,2022-12-22 22:41:29,-38.2667,141.9667,66.6,68,16,8.12
280,Hasaki,JP,2022-12-22 22:41:30,35.7333,140.8333,43.2,38,2,38.81
281,Clyde River,CA,2022-12-22 22:41:30,70.4692,-68.5914,-16.37,76,0,4.61
282,Manbij,SY,2022-12-22 22:41:31,36.5281,37.9549,48.54,68,3,6.11
283,Flinders,AU,2022-12-22 22:41:32,-34.5833,150.8552,76.37,71,53,5.99
284,Vanimo,PG,2022-12-22 22:41:32,-2.6741,141.3028,80.89,81,100,5.61
285,Ulaangom,MN,2022-12-22 22:41:33,49.9811,92.0667,-5.98,94,100,2.39
286,Olavarria,AR,2022-12-22 22:41:33,-36.8927,-60.3225,86.02,45,100,11.56
287,Bontang,ID,2022-12-22 22:41:34,0.1333,117.5,77.34,91,100,6.73
288,Buchanan,LR,2022-12-22 22:41:34,5.8808,-10.0467,78.67,81,82,5.32
289,Rock Sound,BS,2022-12-22 22:41:34,24.9,-76.2,77.54,73,3,10.71
290,Marawi,PH,2022-12-22 22:41:35,7.9986,124.2928,71.22,90,50,1.39
291,Bubaque,GW,2022-12-22 22:41:35,11.2833,-15.8333,81.54,59,66,5.53
292,Isangel,VU,2022-12-22 22:37:47,-19.55,169.2667,85.66,67,4,8.21
293,Tchibanga,GA,2022-12-22 22:41:35,-2.85,11.0333,70.79,98,100,1.3
294,Amos,CA,2022-12-22 22:41:36,48.5669,-78.1162,20.17,88,100,9.95
