City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
121,Tarbert,GB,55.8628,-5.4162,44.51,83,25,16.4,scattered clouds
122,Jumla,NP,29.2747,82.1838,33.58,29,0,4.14,clear sky
123,Carnarvon,AU,-24.8667,113.6333,76.82,62,87,24.18,light rain
124,Mokhsogollokh,RU,61.4681,128.9203,-34.2,100,32,2.57,scattered clouds
125,Calama,CL,-22.4667,-68.9333,73.89,23,20,23.02,few clouds
126,Vechelde,DE,52.2604,10.3649,44.98,85,100,11.5,overcast clouds
127,Dryden,CA,49.7833,-92.7503,12.49,85,100,8.05,overcast clouds
128,Westport,US,41.1415,-73.3579,34.9,49,100,5.75,overcast clouds
129,Vila Velha,BR,-20.3297,-40.2925,80.55,84,20,16.11,few clouds
130,Novikovo,RU,51.1537,37.8879,35.1,99,100,10.04,light snow
131,Aquiraz,BR,-3.9014,-38.3911,84.29,67,99,12.53,overcast clouds
132,Acapulco,MX,16.8634,-99.8901,85.82,66,20,11.5,few clouds
133,Torbay,CA,47.6666,-52.7314,36.57,83,100,12.66,overcast clouds
134,Nome,US,64.5011,-165.4064,6.87,66,100,0.0,overcast clouds
135,Victoria,HK,22.2855,114.1577,62.94,77,25,5.99,scattered clouds
136,Clyde River,CA,70.4692,-68.5914,-14.57,76,100,11.5,overcast clouds
137,Tuatapere,NZ,-46.1333,167.6833,66.83,65,1,1.72,clear sky
138,Boende,CD,-0.2167,20.8667,75.56,63,96,2.77,overcast clouds
139,Luderitz,NA,-26.6481,15.1594,64.26,73,0,16.73,clear sky
140,Oud-Beijerland,NL,51.8242,4.4125,44.98,83,100,18.41,overcast clouds
141,Nisia Floresta,BR,-6.0911,-35.2086,83.21,76,5,9.86,clear sky
142,Saint Anthony,US,45.0205,-93.218,26.53,71,0,14.97,clear sky
143,Trairi,BR,-3.2778,-39.2689,81.88,70,100,13.53,overcast clouds
144,Karratha,AU,-20.7377,116.8463,80.38,76,47,14.18,scattered clouds
145,Salalah,OM,17.0151,54.0924,73.49,83,20,4.61,few clouds
146,Laguna,US,38.421,-121.4238,56.14,94,100,25.32,mist
147,Qaanaaq,GL,77.484,-69.3632,-11.02,98,100,2.15,overcast clouds
148,San Cristobal,VE,7.7669,-72.225,78.98,38,37,2.42,scattered clouds
149,Asyut,EG,27.181,31.1837,57.38,53,0,6.96,clear sky
150,Airai,TL,-8.9266,125.4092,60.87,91,100,2.51,overcast clouds
151,El Retorno,CO,2.3302,-72.6276,89.62,43,97,3.47,overcast clouds
152,East London,ZA,-33.0153,27.9116,71.26,91,2,12.48,clear sky
153,Magdalena,PH,14.1999,121.429,73.35,84,100,9.1,overcast clouds
154,Tessalit,ML,20.1986,1.0114,69.82,23,100,9.44,overcast clouds
155,Iskateley,RU,67.6803,53.1512,14.61,93,100,11.25,overcast clouds
156,Dunedin,NZ,-45.8742,170.5036,60.76,78,31,5.55,scattered clouds
157,Sainte-Marie,RE,-20.8968,55.5496,80.42,69,100,13.8,light rain
158,Aksu,CN,41.1231,80.2644,20.14,56,0,2.19,clear sky
