City_ID,City,Country,Max Temp,Current Description,Lat,Lng,Hotel Name
395,Itaituba,BR,78.96,broken clouds,-4.2761,-55.9836,Hotel Campos
397,Rocha,UY,74.3,overcast clouds,-34.4833,-54.3333,Hotel Arrarte
398,Kavali,IN,74.64,clear sky,14.9167,79.9833,Hotel Mourya Paradise
400,Sibolga,ID,75.6,moderate rain,1.7427,98.7792,Hotel Syariah CN Darussalam
401,Daoukro,CI,75.65,clear sky,7.0591,-3.9631,Komenan brou roseline
403,Zaraza,VE,84.22,overcast clouds,9.3503,-65.3245,Hotel Zaraza
404,Banjar,ID,76.64,overcast clouds,-8.19,114.9675,The Hamsa Resort
408,Mahajanga,MG,80.62,light rain,-15.7167,46.3167,Hôtel Restaurant Gourmand Coco Lodge Majunga
410,Kaputa,ZM,65.84,scattered clouds,-8.4689,29.6619,Chelelwa Charlets
415,Wewak,PG,77.04,overcast clouds,-3.5534,143.6268,In Wewak Boutique Hotel
416,Ranong,TH,71.87,overcast clouds,9.9658,98.6348,Tinidee Hotel@Ranong
418,Ballitoville,ZA,73.54,overcast clouds,-29.539,31.2144,Hampshire Hotel-Ballito
419,Santa Maria,BR,74.5,light rain,-29.6842,-53.8069,Hotel Morotin
420,Road Town,VG,84.24,few clouds,18.4167,-64.6167,"ZINGARA 76ft Catamaran, full crew-all included"
422,Kindu,CD,68.07,overcast clouds,-2.95,25.95,Résidence Okanda
425,Zemio,CF,71.1,overcast clouds,5.0314,25.1361,OCHA Office
426,Jaypur,IN,69.44,overcast clouds,18.85,82.5833,Hotel Hello Jeypore
428,Gidole,ET,62.51,overcast clouds,5.65,37.3667,Shallom mekaneyesus church
431,Bulungu,CD,71.26,light rain,-4.55,18.6,Maison MC Michel
434,Ambon,ID,77.23,light rain,-3.6954,128.1814,Swiss-Belhotel Ambon
438,Kalmunai,LK,75.83,scattered clouds,7.4167,81.8167,VS Villa
439,Vila Franca Do Campo,PT,61.21,overcast clouds,37.7167,-25.4333,Pestana Bahia Praia
442,Matucana,PE,60.33,moderate rain,-11.85,-76.4,Hostal La Fontana
444,Hurricane,US,64.74,overcast clouds,37.1753,-113.2899,Super 8 by Wyndham Hurricane Zion National Park
445,Machaneng,BW,78.64,clear sky,-23.1862,27.4886,BushBabies
448,Jamalpur,BD,62.1,few clouds,24.9167,89.9333,College hostel
451,Yambio,SS,70.29,overcast clouds,4.5721,28.3955,Naivasha Hotel
452,Vanimo,PG,76.59,overcast clouds,-2.6741,141.3028,Vahmoneh Lodge Vanimo
453,Limoeiro Do Ajuru,BR,80.65,broken clouds,-1.8953,-49.3806,Hotel Dalva
455,Geraldton,AU,61.21,clear sky,-28.7667,114.6,Broadwater Mariner Resort
456,Quatre Cocos,MU,78.1,few clouds,-20.2078,57.7625,Sunrise Attitude Hotel
457,Ugoofaaru,MV,81.59,broken clouds,5.6667,73.0,Ungoofaaru Inn
458,Ahipara,NZ,71.92,clear sky,-35.1667,173.1667,Ahipara Holiday Park
459,Eyl,SO,72.88,clear sky,7.9803,49.8164,EYL AQUE SYSTEM
460,Atambua,ID,73.53,moderate rain,-9.1061,124.8925,Ros Muskanan
461,Maldonado,UY,78.19,overcast clouds,-34.6667,-54.9167,La Cimarrona
464,Grand Gaube,MU,78.39,clear sky,-20.0064,57.6608,Veranda Paul et Virginie Hotel & Spa
465,Key Largo,US,69.8,overcast clouds,25.0865,-80.4473,Bayside Inn Key Largo
470,Cabedelo,BR,83.07,scattered clouds,-6.9811,-34.8339,Pousada Camboinha
471,Mackay,AU,76.68,overcast clouds,-21.15,149.2,International Lodge Motel
473,Sao Gabriel Da Cachoeira,BR,81.12,broken clouds,-0.1303,-67.0892,Alarne - Área De Lazer Do Alto Rio Negro
477,Kingaroy,AU,63.63,overcast clouds,-26.5333,151.8333,Ascot Lodge Motel Kingaroy
478,Saint-Marc,HT,80.49,few clouds,19.1082,-72.6938,Maguana Hotel
481,Emerald,AU,66.34,clear sky,-23.5333,148.1667,Emerald Inn
482,Bulawayo,ZW,71.33,clear sky,-20.15,28.5833,4 On Housman Backpackers
484,Koumac,NC,78.24,light rain,-20.5667,164.2833,Le Monitel
488,Qeshm,IR,66.09,light rain,26.9581,56.2719,Qeshm Kavan Hotel
489,Christchurch,NZ,68.92,broken clouds,-43.5333,172.6333,The George
490,Richards Bay,ZA,69.85,clear sky,-28.783,32.0377,BON Hotel Waterfront Richards Bay
492,Talcahuano,CL,69.48,few clouds,-36.7167,-73.1167,departamento comodo
496,Puerto Salgar,CO,84.72,scattered clouds,5.463,-74.6544,Hotel Confort
500,Tautira,PF,80.24,few clouds,-17.7333,-149.15,Pension Oaoa
502,Makakilo City,US,79.99,clear sky,21.3469,-158.0858,Marriott's Ko Olina Beach Club
504,Plettenberg Bay,ZA,65.57,clear sky,-34.0527,23.3716,Thanda Vista B&B
505,Noumea,NC,79.0,overcast clouds,-22.2763,166.4572,Hôtel Le Lagon
506,Karia,NG,63.93,clear sky,11.7306,11.1629,Kasakchiya Luxury Suites
508,Batemans Bay,AU,66.09,clear sky,-35.7167,150.1833,Batemans Bay Marina Resort
511,Kahului,US,80.96,few clouds,20.8947,-156.47,Maui Seaside Hotel
518,Bonthe,SL,79.2,scattered clouds,7.5264,-12.505,Bonthe Holiday Village
521,Alice Springs,AU,72.95,few clouds,-23.7,133.8833,Desert Palms Alice Springs
526,Parakan,ID,72.5,overcast clouds,-6.4191,106.0081,Mejlis taklim Al-ikhlas
528,Bathsheba,BB,83.01,scattered clouds,13.2167,-59.5167,Atlantis Hotel
529,Sabang,ID,80.22,broken clouds,5.8933,95.3214,Hotel Citra
530,Sungaipenuh,ID,62.62,overcast clouds,-2.0833,101.3833,Penginapan Citra Alam
531,Meulaboh,ID,75.15,overcast clouds,4.1363,96.1285,Kost Pria
533,Pecos,US,70.25,clear sky,31.4229,-103.4932,Knights Inn & Suites Pecos Northeast
535,Kununurra,AU,73.38,moderate rain,-15.7667,128.7333,Hotel Kununurra
536,Humaita,BR,80.01,overcast clouds,-7.5061,-63.0208,Corrêa Hotel
537,Inhambane,MZ,76.19,scattered clouds,-23.865,35.3833,Oceano
538,San Policarpo,PH,77.61,moderate rain,12.1791,125.5072,Agapita M. Nicart
540,Moerai,PF,75.04,overcast clouds,-22.4333,-151.3333,Le Manotel
542,Jijiga,ET,65.46,light rain,9.35,42.8,RAMAAS HOTEL
545,Kibaha,TZ,77.52,overcast clouds,-6.7667,38.9167,GOODJANETH GARDEN RESORT
548,Bendigo,AU,77.86,broken clouds,-36.7667,144.2833,The Hotel Shamrock
549,Alofi,NU,82.29,scattered clouds,-19.0595,-169.9187,Taloa Heights
552,Hounde,BF,76.96,few clouds,11.5,-3.5167,Carrefour où ouvriers dorment
555,Necochea,AR,70.81,broken clouds,-38.5473,-58.7368,dyd -mar Hotel
558,Waingapu,ID,78.33,overcast clouds,-9.6567,120.2641,Pondok Wisata Elim
561,Harer,ET,60.12,broken clouds,9.3094,42.1258,Amir Cultural Harari Guesthouse
562,Kiama,AU,71.38,clear sky,-34.6833,150.8667,The Sebel Kiama Harbourside
563,Maues,BR,73.2,overcast clouds,-3.3836,-57.7186,Hotel Miramar
564,Palauig,PH,74.68,scattered clouds,15.435,119.9045,Villa Raphael Resort
571,Arlit,NE,67.87,overcast clouds,18.7369,7.3853,Case de Passage De la Prefecture
572,Kupang,ID,78.13,overcast clouds,-10.1667,123.5833,Hotel On The Rock by Prasanthi
576,Pontal Do Parana,BR,77.99,broken clouds,-25.6533,-48.5128,Eco Hostel Residencial Bananeiras
577,Dingle,PH,74.19,overcast clouds,10.9995,122.6711,SEGAYA PROPERTY
582,Tuy Hoa,VN,65.79,broken clouds,13.0833,109.3,Hotel Sài Gòn-Phú Yên
583,Voh,NC,77.65,moderate rain,-20.9667,164.7,Le gîte du Koniambo
584,Santa Lucia,ES,63.72,clear sky,27.9117,-15.5407,Las Tirajanas
586,Marsh Harbour,BS,68.77,overcast clouds,26.5412,-77.0636,Abaco Beach Resort
590,Mouila,GA,75.0,scattered clouds,-1.8685,11.0559,Hôtel du Lac Bleu
591,Mount Isa,AU,74.97,broken clouds,-20.7333,139.5,ibis Styles Mt Isa Verona
592,Parati,BR,76.41,overcast clouds,-23.2178,-44.7131,Che Lagarto Paraty
598,Illapel,CL,78.94,clear sky,-31.6308,-71.1653,Hotel Londres
602,Iquique,CL,73.44,few clouds,-20.2208,-70.1431,Backpacker`s Hostel Iquique
604,Camacha,PT,62.02,few clouds,33.0833,-16.3333,Hotel Porto Santo & Spa
605,Mattru,SL,75.54,scattered clouds,7.6244,-11.8332,"Mondkor Town, Bagbo Chiefdom, Bo District"
606,Sambava,MG,75.96,few clouds,-14.2667,50.1667,Melrose
608,Lazaro Cardenas,MX,82.74,broken clouds,17.9583,-102.2,HOTEL QUINTA ANTIGUA
609,Callaway,US,60.85,clear sky,30.153,-85.5699,"Holiday Inn Express & Suites Panama City-Tyndall, an IHG Hotel"
610,Bhadrachalam,IN,73.15,broken clouds,17.6667,80.8833,Hotel Srinidhi Residency
611,Tukrah,LY,61.59,clear sky,32.5341,20.5791,Lagrota restaurant
613,Marsa Matruh,EG,62.8,scattered clouds,31.3525,27.2453,Beau Site
614,Sumbe,AO,78.3,overcast clouds,-11.2061,13.8437,Hotel Ritz Sumbe
615,Burnie,AU,69.94,moderate rain,-41.0667,145.9167,Beachfront Voyager Motor Inn
616,Prestea,GH,76.08,scattered clouds,5.4327,-2.1428,Channel 5
618,Accra,GH,82.81,clear sky,5.556,-0.1969,Accra City Hotel
619,Fare,PF,80.49,few clouds,-16.7,-151.0167,Maitai Lapita Village Huahine
622,Tankara,IN,65.53,clear sky,22.6667,70.7333,"Sama Non-veg Hotel, Tankara"
623,Honiara,SB,80.67,overcast clouds,-9.4333,159.95,Heritage Park Hotel
624,Taltal,CL,70.47,few clouds,-25.4,-70.4833,Residencial Karime
625,Camopi,GF,74.19,light rain,3.1655,-52.3158,La pousada
629,Kirakira,SB,82.4,overcast clouds,-10.4544,161.9205,SanBiz Lodge
633,Coquimbo,CL,71.33,clear sky,-29.9533,-71.3436,Hotel San Juan
635,San Nicolas,PH,70.88,broken clouds,18.1725,120.5953,NORTHVIEW Hotel
637,Lorengau,PG,81.1,broken clouds,-2.0226,147.2712,Lorengau Harbourside Hotel
638,Cap Malheureux,MU,78.48,clear sky,-19.9842,57.6142,Pereybere Hotel & Spa
640,Les Cayes,HT,81.45,clear sky,18.2,-73.75,Villa Orphee
642,Paraiso,CR,77.86,broken clouds,9.8383,-83.8656,Hotel Rinconcito Verde
643,Marzuq,YE,64.4,clear sky,14.4,46.4667,حيد القفلة
645,Port Blair,IN,77.05,broken clouds,11.6667,92.75,"Welcomhotel By ITC Hotels, Port Blair - Premium Hotel Near the Airport | Idyllic Island Experience Vacation"
649,Kieta,PG,81.88,overcast clouds,-6.2167,155.6333,Uruna Bay Retreat
654,Nishihara,JP,60.08,broken clouds,26.1842,127.7558,Minshuku Agaihama
656,Poladpur,IN,72.73,clear sky,17.9802,73.466,Balaji Resort
657,Dzaoudzi,YT,80.49,few clouds,-12.7887,45.2699,Le Rocher
659,Huarmey,PE,73.24,overcast clouds,-10.0681,-78.1522,Hotel Miramar
661,Nouakchott,MR,66.13,clear sky,18.0858,-15.9785,HOTEL IMAN
664,Biak,ID,76.51,overcast clouds,-0.9131,122.8766,Penginapan Kim
669,Ewa Beach,US,81.09,clear sky,21.3156,-158.0072,Base Lodging
673,Malpe,IN,79.9,clear sky,13.35,74.7167,Hotel Sri Krishna Residency
674,Sao Francisco Do Sul,BR,78.71,broken clouds,-26.2433,-48.6381,Hotel Kontiki
675,Kisangani,CD,70.77,overcast clouds,0.5167,25.2,Grand Ramela Hotel
677,Karoi,ZW,65.16,clear sky,-16.8099,29.6925,Chikangwe Guest houses
678,Nabire,ID,74.89,light rain,-3.3667,135.4833,Hotel Nusantara I
680,Kraksaan,ID,76.41,overcast clouds,-7.7585,113.3962,Asrama Hati
682,Menongue,AO,72.01,broken clouds,-14.6585,17.691,Ritz Lauca
684,Hokitika,NZ,66.79,clear sky,-42.7167,170.9667,Beachfront Hotel Hokitika
685,Kantang,TH,70.05,broken clouds,7.4054,99.5156,Reng Ta Chai Boutique HomeStay
689,Banda Aceh,ID,78.13,overcast clouds,5.5577,95.3222,OYO 884 Rumoh PMI Hotel
690,Nelson Bay,AU,72.09,clear sky,-32.7167,152.15,Mantra Nelson Bay
